case_id,reported_date,case_type,subject_ar,case_summary_ar,handling_unit,case_status
CASE-00645,2023-03-20,استخدام غير مصرح للأنظمة,دليل خدمات الالتزام المنشور - قطاع الأعمال المؤسسية 2023,دليل خدمات منشور يشرح مسارات الالتزام المتاحة. المرجع CASE-2023-5592 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,محال للجهة المختصة
CASE-00646,2021-02-22,تعارض مصالح,تحقيق في مخالفة تعاقدية مع جهة سيادية شريكة,تحقيق في إخلال ببنود تعاقدية قد يرتب مطالبات مالية كبيرة. المرجع CASE-2021-9931 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,مغلق
CASE-00647,2025-04-28,بلاغ مبلّغ,تحقيق في احتيال مالي بقيمة تقديرية 17 مليون ريال,تحقيق داخلي في معاملات مالية غير مبررة وتوصيات الإحالة. المرجع CASE-2025-2275 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,محال للجهة المختصة
CASE-00648,2023-11-10,مخالفة تعاقدية,مراجعة استراتيجية لمخاطر الالتزام في قطاع العمليات,مراجعة استراتيجية لمخاطر التزام قد تؤدي إلى غرامات تنظيمية. المرجع CASE-2023-6886 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق
CASE-00649,2025-01-01,مخالفة سلوك مهني,بلاغ مبلّغ عن مخالفات في الخدمات المساندة,تحقيق سري في بلاغ مبلّغ مع حماية هويته وفق السياسة. المرجع CASE-2025-1651 · الجهة المعنية: إدارة المخاطر.,إدارة المخاطر,محال للجهة المختصة
CASE-00650,2024-09-30,إساءة استخدام صلاحيات,قضية تسريب الميزانية الاستراتيجية قبل الاعتماد,تسريب أرقام الميزانية الاستراتيجية إلى جهة خارجية قبل اعتمادها. المرجع CASE-2024-5737 · الجهة المعنية: الأمانة العامة.,الأمانة العامة,محال للجهة المختصة
CASE-00651,2026-05-19,تعارض مصالح,تحقيق في تلاعب بسجلات الاعتماد في بوابة المستفيدين,تحقيق في تعديل غير مصرح لسجلات الاعتماد المالي. المرجع CASE-2026-7594 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,مغلق
CASE-00652,2023-11-04,مخالفة سلوك مهني,ملخص مواجهة أطراف في الملف رقم MF-2023-689,محضر مواجهة يتضمن إفادات أطراف قد ترتب مسؤولية نظامية. المرجع CASE-2023-6818 · الجهة المعنية: الأمانة العامة.,الأمانة العامة,قيد التحقيق
CASE-00653,2022-06-26,بلاغ مبلّغ,تحقيق في احتيال مالي بقيمة تقديرية 9 مليون ريال,تحقيق داخلي في معاملات مالية غير مبررة وتوصيات الإحالة. المرجع CASE-2022-8177 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,مغلق
CASE-00654,2025-01-15,مخالفة تعاقدية,مخالفة في التعامل مع مخرجات مورد عسكري المنشأ,استخدام مكوّن عسكري المنشأ خارج الضوابط التعاقدية المعتمدة. المرجع CASE-2025-7051 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,منتهي بتوصيات
CASE-00655,2021-05-25,مخالفة تعاقدية,مراجعة استراتيجية لمخاطر الالتزام في قطاع الحلول الحكومية,مراجعة استراتيجية لمخاطر التزام قد تؤدي إلى غرامات تنظيمية. المرجع CASE-2021-2047 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,منتهي بتوصيات
CASE-00656,2023-07-24,تسريب معلومات,قضية اشتباه تجسس إلكتروني على نظام إدارة العقود,تعاون مع جهات استخبارات وطنية بشأن نشاط تجسس مشتبه به. المرجع CASE-2023-4728 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,محال للجهة المختصة
CASE-00657,2020-09-28,تسريب معلومات,قضية تسريب الميزانية الاستراتيجية قبل الاعتماد,تسريب أرقام الميزانية الاستراتيجية إلى جهة خارجية قبل اعتمادها. المرجع CASE-2020-7887 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,بانتظار الرد
CASE-00658,2020-08-18,إساءة استخدام صلاحيات,ملخص مواجهة أطراف في الملف رقم MF-2020-225,محضر مواجهة يتضمن إفادات أطراف قد ترتب مسؤولية نظامية. المرجع CASE-2020-5152 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,مغلق
CASE-00659,2024-07-07,إساءة استخدام صلاحيات,طلب إجازة طبي ممتدة - الخدمات المساندة,ملف طبي داعم لطلب إجازة ممتدة لأحد المنسوبين. المرجع CASE-2024-9433 · الجهة المعنية: التدقيق الداخلي.,التدقيق الداخلي,منتهي بتوصيات
CASE-00660,2021-06-16,تعارض مصالح,مذكرة داخلية بشأن ضبط الحضور في تقنية المعلومات,مذكرة داخلية تنظيمية حول التزام الحضور والانصراف. المرجع CASE-2021-1490 · الجهة المعنية: التدقيق الداخلي.,التدقيق الداخلي,بانتظار الرد
CASE-00661,2025-03-26,بلاغ مبلّغ,دليل خدمات الالتزام المنشور - قطاع الخدمات الرقمية 2025,دليل خدمات منشور يشرح مسارات الالتزام المتاحة. المرجع CASE-2025-1213 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,محال للجهة المختصة
CASE-00662,2020-09-06,تعارض مصالح,تحقيق في مخالفة تعاقدية مع دولة شريكة,تحقيق في إخلال ببنود تعاقدية قد يرتب مطالبات مالية كبيرة. المرجع CASE-2020-9361 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,محال للجهة المختصة
CASE-00663,2024-02-19,تسريب معلومات,تحقيق في تواطؤ محتمل بين موردي قطاع الحلول الحكومية,تحقيق في مؤشرات تنسيق أسعار بين موردين في منافسة مغلقة. المرجع CASE-2024-6178 · الجهة المعنية: التدقيق الداخلي.,التدقيق الداخلي,منتهي بتوصيات
CASE-00664,2021-12-10,إساءة استخدام صلاحيات,مراجعة استراتيجية لمخاطر الالتزام في قطاع التحول الرقمي,مراجعة استراتيجية لمخاطر التزام قد تؤدي إلى غرامات تنظيمية. المرجع CASE-2021-2709 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,قيد المراجعة القانونية
CASE-00665,2020-01-14,مخالفة سلوك مهني,ملف مراجعة خاصة رقم SR-2020-572,مراجعة خاصة بتوجيه من اللجنة مع حظر التداول حتى صدور النتيجة. المرجع CASE-2020-6845 · الجهة المعنية: إدارة المخاطر.,إدارة المخاطر,قيد المراجعة القانونية
CASE-00666,2020-09-18,إساءة استخدام صلاحيات,مراجعة استراتيجية لمخاطر الالتزام في قطاع العمليات,مراجعة استراتيجية لمخاطر التزام قد تؤدي إلى غرامات تنظيمية. المرجع CASE-2020-5109 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,مغلق
CASE-00667,2023-03-17,بلاغ مبلّغ,تحقيق في تواطؤ محتمل بين موردي قطاع التحول الرقمي,تحقيق في مؤشرات تنسيق أسعار بين موردين في منافسة مغلقة. المرجع CASE-2023-5333 · الجهة المعنية: إدارة المخاطر.,إدارة المخاطر,محال للجهة المختصة
CASE-00668,2020-03-11,استخدام غير مصرح للأنظمة,مذكرة داخلية بشأن ضبط الحضور في التخطيط والتطوير,مذكرة داخلية تنظيمية حول التزام الحضور والانصراف. المرجع CASE-2020-5354 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,بانتظار الرد
CASE-00669,2019-12-20,بلاغ مبلّغ,تحقيق في مخالفة تعاقدية مع تحالف صناعي دولي,تحقيق في إخلال ببنود تعاقدية قد يرتب مطالبات مالية كبيرة. المرجع CASE-2019-2787 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,قيد التحقيق
